videoId,actualStartTime,actualEndTime,duration_in_minutes
08d2002c3d4aa795c8eda6843dba3b3bad52578eba9d0298ccd478f7ddbf34ba,2024-04-29T17:43:16Z,2024-05-01T01:20:24Z,1897.133333
5ab1f32c6dc829c8d262e78680a0416a003575a9d546c7dd26c3e471ddb1c08d,2024-04-30T16:54:49Z,2024-04-30T22:00:04Z,305.25
a2cd003ab49a4133aaed8f9cd0a726b18bac01064a4eb1e70ad86ae008f68c4f,2024-04-30T06:46:14Z,2024-05-01T06:45:08Z,1438.9
3a44801e903fb146bb3f594299243147e92c14d5e9dd618674ac78116f0ffb5e,2024-04-30T07:01:29Z,2024-05-01T01:01:17Z,1079.8
db97da754b69eab848089d36703813416e1cd5338d398e1bd93fce0f13b86008,2024-04-30T10:30:53Z,2024-05-01T03:26:17Z,1015.4
3ef18a3ee14f4b0b58731441a6db2390d3e7a148b66603b5bcb4668de52e4a08,2024-04-30T13:05:48Z,2024-05-01T00:51:10Z,705.3666667
d818cfcbc86d6ac7ccf3da8644843272a539df517c647c20341d1be6576aa217,2024-04-30T17:17:03Z,2024-05-01T05:10:44Z,713.6833333
1860ca8d7ed2a45ad0af1525dace15de1e61f35626c3cf8e39bcfeafe8210418,2024-04-30T09:31:24Z,2024-05-01T00:57:14Z,925.8333333
99a79d029185ed0878aff985abaa73895b5c33a15bc2cb42c0c16b685b0c9695,2024-04-30T11:19:48Z,2024-04-30T23:07:15Z,707.45
6363c5a761452f5a1d684085b55d6a96df75609eb9bf394b8314d624a8999cee,2024-04-30T15:40:24Z,2024-05-01T01:40:58Z,600.5666667
df222b4c8300596026b18b8aa7a19ce1fd5a2c261cbbb4622289d059a22f9b68,2024-04-30T13:00:09Z,2024-05-01T01:14:27Z,734.3
ffe1f347eda013a82c70a8bca9b85cada76da6427c13acb0909ee7a2751166aa,2024-04-30T03:05:54Z,2024-05-01T00:50:51Z,1304.95
2cad9e6464139e08c41514c95c49281edd1c17adbef75ac6230fa22aa9187524,2024-04-30T11:24:14Z,2024-05-01T00:54:13Z,809.9833333
847ed4667f9a6513889f5c1db8e02afa937013ccaebdf3f8defd2ca0423af6ae,2024-04-30T11:45:09Z,2024-04-30T22:42:17Z,657.1333333
15cb791962431051beadde1f92f33b13b2fb0d512c1bab0cc98e2edffc5d6388,2024-04-30T14:08:19Z,2024-05-01T01:17:37Z,669.3
8f65033a470f089be91ce0c1c87004190e9c1b29fed05752284f131c2dc9c41f,2024-04-30T14:30:22Z,2024-05-01T00:24:40Z,594.3
30187bb50f49987d710aaf4633c19a25fcf4d0f5a759a8957ae316b4857ecdf7,2024-04-30T11:51:29Z,2024-05-01T01:17:30Z,806.0166667
fdc6372603a55e8dd9be350bdbed0caa0a250b745eb10dae61bf208c2022693c,2024-04-30T14:44:44Z,2024-05-01T00:55:31Z,610.7833333
fefeed4be9b278e765f502054b720e08c0ce066bc5f72727c6bf226df131150b,2024-04-30T10:34:59Z,2024-05-01T01:33:31Z,898.5333333
78bf527da6f96d0f16e2b32a5a7cde564604f6a04d73f63d8b93bf476eb7feda,2024-04-30T13:48:34Z,2024-04-30T22:10:24Z,501.8333333
a027bb90b19cdc3ed87d305c315d5bce08c723846abe28c862f46cea226bc3b9,2024-04-30T17:14:27Z,2024-04-30T22:32:28Z,318.0166667
9379804477a02469014e506855ca6028bcd6bba78e80e48877004e9befc84123,2024-04-30T18:30:17Z,2024-04-30T23:46:01Z,315.7333333
99ddeb31dc6a077451b954c4dd0fc3c5715adf6e805059a0395803b8fb4f2931,2024-04-30T12:29:51Z,2024-04-30T23:17:29Z,647.6333333
d116bbc263012d0ac20509ba54d723a005edab0c129c194269208b9e43bbb9da,2024-04-30T11:51:16Z,2024-05-01T00:12:23Z,741.1166667
d7e0fd6eb7774dabbf11bdd32712c85a4ee474e0128f923983c3eac026344edf,2024-04-30T11:30:00Z,2024-04-30T23:39:03Z,729.05
1c203b6ceb64143afd0d7da833e382fe1b94a30bfcf86b1fab44ea41b7f65c78,2024-04-30T14:42:53Z,2024-05-01T00:51:17Z,608.4
72c60e71665d2e6df2712b6b7ac0ccf999699304cd86115ce16739a97042bc43,2024-04-30T12:43:52Z,2024-04-30T21:45:38Z,541.7666667
3ca50f20ba0319535daed2e697f0a3e034f5ba5d8e5593bd74898dbed1b6e06c,2024-04-30T11:30:19Z,2024-05-01T01:17:19Z,827
3fb1998a410394a73edac0a40b9aa51a5bab6162e9f991d7b9d44ecd59c5d8ba,2024-04-30T00:54:36Z,2024-05-01T00:29:59Z,1415.383333
d978c9f03fdb89a339ca541b764b7740fa822e063918aa2f54c29957e011349e,2024-04-30T08:09:13Z,2024-05-01T06:48:49Z,1359.6
e1b4acbd497612d611e82e044744bd8a3c58cbbf455176df6237f15c9aed3332,2024-04-30T11:59:30Z,2024-05-01T00:45:03Z,765.55
7fc8003afbaf8c6cb9901a7674a0c5f414be11e44031c4c5d9ffc2a212c2ecd5,2024-04-30T17:27:53Z,2024-04-30T21:42:20Z,254.45
6f56c9ad315dd1a8fa50737f7e32fcd6b43a1739e6958a7ea6e8cf9621f63651,2024-04-30T14:22:24Z,2024-05-01T01:04:09Z,641.75
4a5871ea8f00868017fb73e8f868d409dd94b0688bdd89d054e0cc893d754441,2024-04-30T13:29:45Z,2024-05-01T00:47:02Z,677.2833333
dc2ca6a4575b1f796db1f1808b1728942141821383d276a3f80681ede4832f60,2024-04-30T13:19:24Z,2024-05-01T00:59:30Z,700.1
a826353c5eab0e726dc18518b873fa25ebaabb845056d6b1e223042530011d4f,2024-04-30T13:30:04Z,2024-05-01T00:47:18Z,677.2333333
2232cdcef2c61a75eb377426a60eba5f064fe3357e9d067715ba66789b948ef7,2024-04-30T17:55:31Z,2024-05-01T00:00:21Z,364.8333333
dd270a48f5062e602369e8f8c4c2ec9bf11343887024c9aa1d654601a6949596,2024-04-30T11:51:54Z,2024-05-01T00:31:15Z,759.35
c416e9b5fe307422d452baa0051012d542cdae12e90eb550398acae6461c3c57,2024-04-30T07:16:50Z,2024-05-01T00:17:14Z,1020.4
ed0f17849b7925748fc868cc940146406d9b80d9b65a6dd747d806422f0e6a79,2024-04-28T11:34:34Z,2024-05-01T00:04:28Z,3629.9
d4b35ef2f0249ca9d559acd84695c85d7d36d96194d4796bb49769e96c994c57,2024-04-29T17:24:14Z,2024-05-01T01:08:46Z,1904.533333
b143313310e23ab575e0cc22c9bdc413c3c77b1940c3d00198bf4222b214e564,2024-04-30T15:00:10Z,2024-05-01T03:44:45Z,764.5833333
3069ad13dac3d8d9657d604d5473b86dcf1e570e819791bcaf9606174a7ae932,2024-04-30T18:47:09Z,2024-04-30T22:04:36Z,197.45
dba4ca67fbc4b44a74b2cfa42b7dd878bbfa3fd91af3695dcb4506a73757592d,2024-04-30T09:08:43Z,2024-04-30T23:50:48Z,882.0833333
e801f481f16444eb84f8dbb41a0e41be9c717fec394eb4438eb05851b8ed5218,2024-04-30T12:12:07Z,2024-05-01T04:12:38Z,960.5166667
a7410f527ec5b0aa5393dee6f34d4d8a81d46993cff17b570269993c87be2de2,2024-04-30T11:21:33Z,2024-05-01T00:48:08Z,806.5833333
3b04780e6e2e08b5a9823cf55d9d8b502a412e3ea63da08020569faead257ab5,2024-04-30T15:58:29Z,2024-05-01T01:29:53Z,571.4
26a11e7b736db60a9395b939936eb35cabfdd87ac4c9f35bcef4fc0bdb97dc9d,2024-04-30T13:47:09Z,2024-05-01T06:55:34Z,1028.416667
71c909f5d592a6094e63865cc23b0c31985563f911f23bdb8d90f11b47f5610e,2024-04-30T06:30:07Z,2024-05-01T00:25:09Z,1075.033333
e9c30fb80226f49f218f907822a4c0ba7bae22ca894cc2a565b91e31d347bf99,2024-04-30T10:33:32Z,2024-05-01T00:02:56Z,809.4
f189501628cd1a7c1a099c1bc19c0ea5acf3763b8dbfc6b04f762f1ef2cfe42b,2024-04-30T10:59:42Z,2024-05-01T00:56:17Z,836.5833333
8ace02f6aaa03a248308f4a95656570b45066489388851e1d2475c81e5e7191e,2024-04-30T15:04:05Z,2024-04-30T22:14:47Z,430.7
0112ec3fd954d869c47e70a0c5137f1adf181be888972ac0c8d9e306b88b4330,2024-04-30T14:59:14Z,2024-04-30T23:44:38Z,525.4
112044816d7db1ee9f4412f4e2a8761403b9ac38cb34fc122b6d8d1531f9fcb9,2024-04-30T12:16:32Z,2024-05-01T00:11:10Z,714.6333333
39afa02f6f62c95b6ac3fc2195162adc1aaf397111bd3707e7f5cc117a7bcd9f,2024-04-30T11:53:35Z,2024-05-01T00:12:42Z,739.1166667
1509c5ec657817846e6d51e50c2ba3cd6178bbfa0bfa55941c842601a45bef64,2024-04-30T11:50:03Z,2024-05-01T00:23:22Z,753.3166667
cada6e5c08506ef87ceac1e404caec805bb51cbd63494a7997bd39852c543ce7,2024-04-29T23:25:04Z,2024-04-30T23:29:46Z,1444.7
3ff048795a994dbc41bc230eeda35823ff5e90600b7f37303864503cde935159,2024-04-30T16:54:09Z,2024-05-01T03:00:09Z,606
9cba34f0c1539f897194bc0418176dd268faee2a446ab1a99fda721b203b6f4b,2024-04-30T16:52:45Z,2024-05-01T00:59:31Z,486.7666667
d3e8ed02c5ac36564050ed622d4078745a5672d7a54f7c01ec889f115bbd3df1,2024-04-30T11:55:08Z,2024-05-01T04:57:29Z,1022.35
bc58ac229638b3a7ffa234bd81c615632214e55932708f304b96a7120fd168a6,2024-04-30T15:08:23Z,2024-04-30T23:51:59Z,523.6
c488af16e44c623d2aca1299a4f0a0d586e6b004df4cd62eb1e1502a1cf678fc,2024-04-30T12:27:31Z,2024-05-01T02:48:47Z,861.2666667
d5534642280f19f3fa25cc8227986dd3434f6b99a5e8a5cad34d7ee8c714e18f,2024-04-30T14:01:57Z,2024-05-01T01:01:39Z,659.7
98237ae0aa44bdf39bb97d66b409512a322af0de507a478fb6cf6479464a6bd1,2024-04-30T12:28:09Z,2024-04-30T22:29:08Z,600.9833333
e63c01d244f01046230795fd723662998f04d47d757e895449918129f2e3616c,2024-04-28T10:55:28Z,2024-05-01T01:01:56Z,3726.466667
5d364df5bfdadb9d50c04c86d96116e7bf65a57256e0d3cfdd9046ba2f8c8612,2024-04-30T06:32:04Z,2024-05-01T00:16:23Z,1064.316667
46731a2d3365a333a70a5e0bcd1448b5ac7a00af97495a59872658e4db798f82,2024-04-30T11:47:54Z,2024-05-01T02:23:54Z,876
8850588c93d4c4f8f8f8ba8fd235af41fbbc27159eb6ee86e3fbe94cecba6188,2024-04-30T14:33:09Z,2024-05-01T00:44:06Z,610.95
5ead5e74c09e535256171f66266e9f617db256a2da46c33c6dcd8043c7b67ef7,2024-04-30T10:48:44Z,2024-05-01T00:19:40Z,810.9333333
3bb4a2fd5924ccf2467d1fef6aa1e62b5fe764b72b76f41dc89eddb9dc5abf9e,2024-04-30T15:30:44Z,2024-05-01T00:55:54Z,565.1666667
3dd174ae7f5499d342b4969157e346976e4c65fa9cca3d48d67eb24430525cfe,2024-04-30T16:13:19Z,2024-05-01T04:16:39Z,723.3333333
dbca73d78dee41ba598d344364b02d36aa20d455a512445ae0681a6e7dab6405,2024-04-30T14:43:54Z,2024-05-01T01:07:22Z,623.4666667
d5b006b09d7065056141fce0477661a2fd47099b5b545eab1f5797dc7452769b,2024-04-30T15:33:19Z,2024-05-01T03:32:49Z,719.5
eaf39abf782ee3b5a9da11a2a96d3048ec159e72fb05ddd816f750336f74aecf,2024-04-30T17:06:59Z,2024-04-30T21:54:36Z,287.6166667
700152d375cbf9b3b4c53a1b4a41ef7a4cadea3e7e78eea13a70873219ca3755,2024-04-30T13:52:23Z,2024-05-01T01:29:40Z,697.2833333
fc2f09c7b3c3063ab7fa46714ad318c8452c255e7764543e13b0a2955e0240bc,2024-04-30T15:24:47Z,2024-05-01T02:32:04Z,667.2833333
2796ea17695f29ffae937341fe604399bc9fd33a24279e5828c77b35b02bc9ac,2024-04-30T12:45:20Z,2024-05-01T04:13:16Z,927.9333333
5ad51e66220c5dba79be8dd9e2b40f95fe5e53a48753487d653edc92ecac2b67,2024-04-30T16:31:01Z,2024-04-30T22:35:42Z,364.6833333
0d4cea4914361c55a8a6b73cc86c97629f1a2a510822de5f8bc4197b92783209,2024-04-29T23:30:13Z,2024-05-01T02:00:21Z,1590.133333
f5b8ad11463bf35a0c1a2e87fb5479bf1e033cbf61ea362d42466b56b0a39171,2024-04-30T17:09:33Z,2024-04-30T22:30:40Z,321.1166667
6b16f2790a7d732c777ae4ae71570a94b769427f304ed5926c4b6684e24df897,2024-04-30T19:55:42Z,2024-05-01T02:51:12Z,415.5
de27a86b9f5d0af68768280ea64cc6306f66ca31a01912942083de4c2a770657,2024-04-30T16:31:58Z,2024-04-30T23:11:43Z,399.75
2f76ed9820620310e9101059b5c1a29df33cbc6b2eb6eab61d57271dac1a3df0,2024-04-30T18:31:13Z,2024-04-30T23:48:34Z,317.35
ceb13dfae5b41ce97719cfd14ea8fd5e73fac98a8db3e3e5c2bb0e73e3be45df,2024-04-30T13:30:04Z,2024-05-01T01:06:35Z,696.5166667
ac613b46b25f0061cc16f1c7bb0d461c2b6b30307034a1a977d16689f6b17901,2024-04-30T16:27:01Z,2024-05-01T01:04:44Z,517.7166667
858ebaf0a900535dd8d13967f90aeef85e215cbad1399787fd49e956fbdc7138,2024-04-30T20:12:16Z,2024-05-01T00:28:15Z,255.9833333
509dc3573fb75b27bff20cd102d0dbd79d5ad0c3bac838d13208898bc83a6535,2024-04-30T06:50:28Z,2024-05-01T01:13:13Z,1102.75
2094ff4cd963f0bf37b2d212087e323fbb89235666ce03ce60077be4089213bb,2024-04-29T23:01:06Z,2024-04-30T22:23:30Z,1402.4
